manuscript_type,novel_biologging,other_data,biologging_fair,other_fair,authors,title,source,year,volume,issue,doi,pub_type,id
,,,,,"Pape, R; Loffler, J","Ecological dynamics in habitat selection of reindeer: an interplay of spatial scale, time, and individual animal's choice",POLAR BIOLOGY,2015,38,11,10.1007/s00300-015-1750-8,J,pape2015b
,,,,,"Kleivane, L; Kvadsheim, PH; Bocconcelli, A; Oien, N; Miller, PJO","Equipment to tag, track and collect biopsies from whales and dolphins: the ARTS, DFHorten and LKDart systems",ANIMAL BIOTELEMETRY,2022,10,1,10.1186/s40317-022-00303-0,J,kleivane2022
,,,,,"Schofield, G; Klaassen, M; Papafitsoros, K; Lilley, MKS; Katselidis, KA; Hays, GC",Long-term photo-id and satellite tracking reveal sex-biased survival linked to movements in an endangered species,ECOLOGY,2020,101,7,10.1002/ecy.3027,J,schofield2020
,,,,,"Strandberg, R; Hake, M; Klaassen, RHG; Alerstam, T",Movements of immature European Honey Buzzards Pernis apivorus in tropical Africa,ARDEA,2012,100,2,10.5253/078.100.0207,J,strandberg2012
,,,,,"Brown, JL; Bedrosian, B; Bell, DA; Braham, MA; Cooper, J; Crandall, RH; DiDonato, J; Domenech, R; Duerr, AE; Katzner, TE; Lanzone, MJ; LaPlante, DW; McIntyre, CL; Miller, TA; Murphy, RK; Shreading, A; Slater, SJ; Smith, JP; Smith, BW; Watson, JW; Woodbridge, B",PATTERNS OF SPATIAL DISTRIBUTION OF GOLDEN EAGLES ACROSS NORTH AMERICA: HOW DO THEY FIT INTO EXISTING LANDSCAPE-SCALE MAPPING SYSTEMS?,JOURNAL OF RAPTOR RESEARCH,2017,51,3,10.3356/JRR-16-72.1,J,brown2017
,,,,,"Balasso, P; Marchesini, G; Ughelini, N; Serva, L; Andrighetto, I",Machine Learning to Detect Posture and Behavior in Dairy Cows: Information from an Accelerometer on the Animal's Left Flank,ANIMALS,2021,11,10,10.3390/ani11102972,J,balasso2021
,,,,,"Sharp, SM; Harry, CT; Hoppe, JM; Moore, KM; Niemeyer, ME; Robinson, I; Rose, KS; Sharp, WB; Landry, S; Richardson, J; Moore, MJ","A comparison of postrelease survival parameters between single and mass stranded delphinids from Cape Cod, Massachusetts, USA",MARINE MAMMAL SCIENCE,2016,32,1,10.1111/mms.12255,J,sharp2016
,,,,,"Graf, PM; Hochreiter, J; Hacklander, K; Wilson, RP; Rosell, F",Short-term effects of tagging on activity and movement patterns of Eurasian beavers (Castor fiber),EUROPEAN JOURNAL OF WILDLIFE RESEARCH,2016,62,6,10.1007/s10344-016-1051-8,J,graf2016
,,,,,"Blackie, HM",Comparative Performance of Three Brands of Lightweight Global Positioning System Collars,JOURNAL OF WILDLIFE MANAGEMENT,2010,74,8,10.2193/2009-412,J,blackie2010
,,,,,"Witt, MJ; Akesson, S; Broderick, AC; Coyne, MS; Ellick, J; Formia, A; Hays, GC; Luschi, P; Stroud, S; Godley, BJ",Assessing accuracy and utility of satellite-tracking data using Argos-linked Fastloc-GPS,ANIMAL BEHAVIOUR,2010,80,3,10.1016/j.anbehav.2010.05.022,J,witt2010
,,,,,"GINATI, A; LEHMANN, G; SCHULZ, U",NEW TRENDS AND CAPABILITIES OF SATELLITES FOR BIRD TRACKING AND MONITORING,ISRAEL JOURNAL OF ZOOLOGY,1995,41,3,NA,J,ginati1995
,,,,,"Galuardi, B; Nielsen, A; Lutcavage, M",Optimizing smoothed sea surface temperature for improving archival tag geolocation,MARINE ECOLOGY PROGRESS SERIES,2008,365,NA,10.3354/meps07497,J,galuardi2008
,,,,,"Horodysky, AZ; Graves, JE",Application of pop-up satellite archival tag technology to estimate postrelease survival of white marlin (Tetrapturus albidus) caught on circle and straight-shank (J) hooks in the western North Atlantic recreational fishery,FISHERY BULLETIN,2005,103,1,NA,J,horodysky2005
,,,,,"Lewis, A; Zuckerbraun, B; Griepentrog, J; Zhang, XH; Rosengart, M",Reducing Animal Use with a Biotelemetry-Enhanced Murine Model of Sepsis,SCIENTIFIC REPORTS,2017,7,NA,10.1038/s41598-017-05497-5,J,lewis2017
,,,,,"Yu, H; Muijres, FT; te Lindert, JS; Hedenstroem, A; Henningsson, P",Accelerometer sampling requirements for animal behaviour classification and estimation of energy expenditure,ANIMAL BIOTELEMETRY,2023,11,1,10.1186/s40317-023-00339-w,J,yu2023b
,,,,,"Mellish, JA; Thomton, J; Horning, M",Physiological and behavioral response to intra-abdominal transmitter implantation in Steller sea lions,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2007,351,1-2,10.1016/j.jembe.2007.07.015,J,mellish2007
,,,,,"Carter, MID; Boehme, L; Cronin, MA; Duck, CD; Grecian, WJ; Hastie, GD; Jessopp, M; Matthiopoulos, J; McConnell, BJ; Miller, DL; Morris, CD; Moss, SEW; Thompson, D; Thompson, PM; Russell, DJF","Sympatric Seals, Satellite Tracking and Protected Areas: Habitat-Based Distribution Estimates for Conservation and Management",FRONTIERS IN MARINE SCIENCE,2022,9,NA,10.3389/fmars.2022.875869,J,carter2022
,,,,,"Cooke, SJ; Hinch, SG; Wikelski, M; Andrews, RD; Kuchel, LJ; Wolcott, TG; Butler, PJ",Biotelemetry: a mechanistic approach to ecology,TRENDS IN ECOLOGY & EVOLUTION,2004,19,6,10.1016/j.tree.2004.04.003,J,cooke2004b
,,,,,"Carter, A; Potts, JM; Stephens, J; Roshier, DA","A comparison of methods for monitoring a sparse population of the red fox (Vulpes vulpes) subject to lethal control using GPS telemetry, camera traps and sand plots",WILDLIFE RESEARCH,2023,50,5,10.1071/WR22017,J,carter2023b
,,,,,"Boyers, M; Parrini, F; Owen-Smith, N; Erasmus, BFN; Hetem, RS",Contrasting capabilities of two ungulate species to cope with extremes of aridity,SCIENTIFIC REPORTS,2021,11,1,10.1038/s41598-021-83732-w,J,boyers2021
,,,,,"Kirol, CP; Kesler, DC; Walker, BL; Fedy, BC",Coupling Tracking Technologies to Maximize Efficiency in Avian Research,WILDLIFE SOCIETY BULLETIN,2020,44,2,10.1002/wsb.1092,J,kirol2020
,,,,,"Lamare, MD; Channon, T; Cornelisen, C; Clarke, M",Archival electronic tagging of a predatory sea star - Testing a new technique to study movement at the individual level,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2009,373,1,10.1016/j.jembe.2009.02.010,J,lamare2009
,,,,,"Dentinger, JE; Borger, L; Holton, MD; Jafari-Marandi, R; Norman, DA; Smith, BK; Oppenheimer, SF; Strickland, BK; Wilson, RP; Street, GM",A probabilistic framework for behavioral identification from animal-borne accelerometers,ECOLOGICAL MODELLING,2022,464,NA,10.1016/j.ecolmodel.2021.109818,J,dentinger2022
,,,,,"Casey, J; Garner, J; Garner, S; Williard, AS",Diel foraging behavior of gravid leatherback sea turtles in deep waters of the Caribbean Sea,JOURNAL OF EXPERIMENTAL BIOLOGY,2010,213,23,10.1242/jeb.048611,J,casey2010
,,,,,"Forrest, SW; Recio, MR; Seddon, PJ",Moving wildlife tracking forward under forested conditions with the SWIFT GPS algorithm,ANIMAL BIOTELEMETRY,2022,10,1,10.1186/s40317-022-00289-9,J,forrest2022
,,,,,"Moskat, C; Ban, M; Fulop, A; Bereczki, J; Hauber, ME",Bimodal habitat use in brood parasitic Common Cuckoos (Cuculus canorus) revealed by GPS telemetry,AUK,2019,136,2,10.1093/auk/uky019,J,moskat2019
,,,,,"Stark, DJ; Vaughan, IP; Saldivar, DAR; Nathan, SKSS; Goossens, B",Evaluating methods for estimating home ranges using GPS collars: A comparison using proboscis monkeys (Nasalis larvatus),PLOS ONE,2017,12,3,10.1371/journal.pone.0174891,J,stark2017
,,,,,"del Villar-Guerra, D; Cronin, M; Dabrowski, T; Bartlett, D",Seals as collectors of oceanographic data in the coastal zone,ESTUARINE COASTAL AND SHELF SCIENCE,2012,115,NA,10.1016/j.ecss.2012.09.010,J,delvillarguerra2012
,,,,,"Krone, O; Nadjafzadeh, M; Berger, A",White-tailed Sea Eagles (Haliaeetus albicilla) defend small home ranges in north-east Germany throughout the year,JOURNAL OF ORNITHOLOGY,2013,154,3,10.1007/s10336-013-0951-6,J,krone2013
,,,,,"Willemoes, M; Strandberg, R; Klaassen, RHG; Tottrup, AP; Vardanis, Y; Howey, PW; Thorup, K; Wikelski, M; Alerstam, T","Narrow-Front Loop Migration in a Population of the Common Cuckoo Cuculus canorus, as Revealed by Satellite Telemetry",PLOS ONE,2014,9,1,10.1371/journal.pone.0083515,J,willemoes2014
,,,,,"MERRICK, RL; LOUGHLIN, TR; ANTONELIS, GA; HILL, R",USE OF SATELLITE-LINKED TELEMETRY TO STUDY STELLER SEA LION AND NORTHERN FUR-SEAL FORAGING,POLAR RESEARCH,1994,13,1,10.1111/j.1751-8369.1994.tb00441.x,J,merrick1994
,,,,,"Sexson, MG; Mulcahy, DM; Spriggs, M; Myers, GE",Factors Influencing Immediate Post-Release Survival of Spectacled Eiders Following Surgical Implantation of Transmitters With Percutaneous Antennae,JOURNAL OF WILDLIFE MANAGEMENT,2014,78,3,10.1002/jwmg.690,J,sexson2014
,,,,,"Gottardi, E; Tua, F; Cargnelutti, B; Maublanc, ML; Angibault, JM; Said, S; Verheyden, H",Use of GPS activity sensors to measure active and inactive behaviours of European roe deer (Capreolus capreolus),MAMMALIA,2010,74,4,10.1515/MAMM.2010.058,J,gottardi2010
,,,,,"Laubscher, LL; Hoffman, LC; Pitts, NI; Raath, JP",Validating a human biotelemetry system for use in captive blue wildebeest (Connochaetes taurinus),ZOO BIOLOGY,2015,34,4,10.1002/zoo.21222,J,laubscher2015
,,,,,"Shiomi, K; Sato, K; Handrich, Y; Bost, CA",Diel shift of king penguin swim speeds in relation to light intensity changes,MARINE ECOLOGY PROGRESS SERIES,2016,561,NA,10.3354/meps11930,J,shiomi2016
,,,,,"Papi, F; Luschi, P",Pinpointing 'Isla Meta': The case of sea turtles and albatrosses,JOURNAL OF EXPERIMENTAL BIOLOGY,1996,199,1,NA,J,papi1996
,,,,,"Arkwright, AC; Archibald, E; Fahlman, A; Holton, MD; Crespo-Picazo, JL; Cabedo, VM; Duarte, CM; Scott, R; Webb, S; Gunner, RM; Wilson, RP",Behavioral Biomarkers for Animal Health: A Case Study Using Animal-Attached Technology on Loggerhead Turtles,FRONTIERS IN ECOLOGY AND EVOLUTION,2020,7,NA,10.3389/fevo.2019.00504,J,arkwright2020
,,,,,"Bishop, AM; Dubel, AK; Sattler, R; Brown, CL; Horning, M",Wanted dead or alive: characterizing likelihood of juvenile Steller sea lion predation from diving and space use patterns,ENDANGERED SPECIES RESEARCH,2019,40,NA,10.3354/esr00999,J,bishop2019
,,,,,"Hammond, TT; Springthorpe, D; Walsh, RE; Berg-Kirkpatrick, T",Using accelerometers to remotely and automatically characterize behavior in small animals,JOURNAL OF EXPERIMENTAL BIOLOGY,2016,219,11,10.1242/jeb.136135,J,hammond2016
,,,,,"Farhadinia, MS; Alinezhad, H; Hadipour, E; Memarian, I; Ostrowski, S; Hobeali, K; Dadashi-Jourdehi, A; Johnson, PJ; Macdonald, DW; Hunter, LTB",Intraspecific killing among Leopards (Panthera pardus) in Iran (Mammalia: Felidae),ZOOLOGY IN THE MIDDLE EAST,2018,64,3,10.1080/09397140.2018.1462596,J,farhadinia2018
,,,,,"Bridge, ES; Thorup, K; Bowlin, MS; Chilson, PB; Diehl, RH; Fleron, RW; Hartl, P; Kays, R; Kelly, JF; Robinson, WD; Wikelski, M",Technology on the Move: Recent and Forthcoming Innovations for Tracking Migratory Birds,BIOSCIENCE,2011,61,9,10.1525/bio.2011.61.9.7,J,bridge2011
,,,,,"Burns, ZT; van Loon, EE",A framework to classify error in animal-borne technologies,FRONTIERS IN ECOLOGY AND EVOLUTION,2015,3,NA,10.3389/fevo.2015.00055,J,burns2015
,,,,,"Pellerin, M; Said, S; Gaillard, JM",Roe deer Capreolus capreolus home-range sizes estimated from VHF and GPS data,WILDLIFE BIOLOGY,2008,14,1,10.2981/0909-6396(2008)14[101:RDCCHS]2.0.CO;2,J,pellerin2008
,,,,,"Camprasse, ECM; Cherel, Y; Arnould, JPY; Hoskins, AJ; Bost, CA","Combined bio-logging and stable isotopes reveal individual specialisations in a benthic coastal seabird, the Kerguelen shag",PLOS ONE,2017,12,3,10.1371/journal.pone.0172278,J,camprasse2017
,,,,,"Fielder, DG; Hayden, TA; Binder, TR; Dorr, BS; Currier, HA",Predator telemetry informs temporal and spatial overlap with stocked salmonids in Lake Huron,ANIMAL BIOTELEMETRY,2023,11,1,10.1186/s40317-023-00336-z,J,fielder2023
,,,,,"Citta, JJ; Lowry, LF; Quakenbush, LT; Kelly, BP; Fischbach, AS; London, JM; Jay, CV; Frost, KJ; Crowe, GO; Crawford, JA; Boveng, PL; Cameron, M; Von Duyke, AL; Nelson, M; Harwood, LA; Richard, P; Suydam, R; Heide-Jorgensen, MP; Hobbs, RC; Litovka, DI; Marcoux, M; Whiting, A; Kennedy, AS; George, JC; Orr, J; Gray, T",A multi-species synthesis of satellite telemetry data in the Pacific Arctic (1987-2015): Overlap of marine mammal distributions and core use areas,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,2018,152,NA,10.1016/j.dsr2.2018.02.006,J,citta2018
,,,,,"Vidal-Mateo, J; Benavent-Corai, J; Lopez-Lopez, P; Garcia-Ripolles, C; Mellone, U; De la Puente, J; Bermejo, A; Urios, V",Search Foraging Strategies of Migratory Raptors Under Different Environmental Conditions,FRONTIERS IN ECOLOGY AND EVOLUTION,2022,10,NA,10.3389/fevo.2022.666238,J,vidalmateo2022
,,,,,"Lagerquist, BA; Mate, BR; Ortega-Ortiz, JG; Winsor, M; Urban-Ramirez, J","Migratory movements and surfacing rates of humpback whales (Megaptera novaeangliae) satellite tagged at Socorro Island, Mexico",MARINE MAMMAL SCIENCE,2008,24,4,10.1111/j.1748-7692.2008.00217.x,J,lagerquist2008
,,,,,"Clark, BL; Bevanda, M; Aspillaga, E; Jorgensen, NH",Bridging disciplines with training in remote sensing for animal movement: an attendee perspective,REMOTE SENSING IN ECOLOGY AND CONSERVATION,2017,3,1,10.1002/rse2.22,J,clark2017b
,,,,,"Strandberg, R; Klaassen, RHG; Hake, M; Alerstam, T",How hazardous is the Sahara Desert crossing for migratory birds? Indications from satellite tracking of raptors,BIOLOGY LETTERS,2010,6,3,10.1098/rsbl.2009.0785,J,strandberg2010
,,,,,"Campera, M; Balestri, M; Chimienti, M; Nijman, V; Nekaris, KAI; Donati, G",Temporal niche separation between the two ecologically similar nocturnal primates Avahi meridionalis and Lepilemur fleuretae,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2019,73,5,10.1007/s00265-019-2664-1,J,campera2019
,,,,,"Nuijten, RJM; Prins, EF; Lammers, J; Mager, C; Nolet, BA",Calibrating tri-axial accelerometers for remote behavioural observations in Bewick's swans,JOURNAL OF ZOO AND AQUARIUM RESEARCH,2020,8,4,10.19227/jzar.v8i4.522,J,nuijten2020c
,,,,,"Byrne, R; Fish, J; Doyle, TK; Houghton, JDR",Tracking leatherback turtles (Dermochelys coriacea) during consecutive inter-nesting intervals: Further support for direct transmitter attachment,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2009,377,2,10.1016/j.jembe.2009.06.013,J,byrne2009
,,,,,"Trierweiler, C; Koks, BJ; Drent, RH; Exo, KM; Komdeur, J; Dijkstra, C; Bairlein, F",Satellite tracking of two Montagu's Harriers (Circus pygargus): dual pathways during autumn migration,JOURNAL OF ORNITHOLOGY,2007,148,4,10.1007/s10336-007-0178-5,J,trierweiler2007
,,,,,"Shimada, T; Thums, M; Hamann, M; Limpus, CJ; Hays, GC; FitzSimmons, NN; Wildermann, NE; Duarte, CM; Meekan, MG",Optimising sample sizes for animal distribution analysis using tracking data,METHODS IN ECOLOGY AND EVOLUTION,2021,12,2,10.1111/2041-210X.13506,J,shimada2021
,,,,,"Christensen, RJ; Chow-Fraser, P",USE OF GPS LOGGERS TO ENHANCE RADIO-TRACKING STUDIES OF SEMI-AQUATIC FRESHWATER TURTLES,HERPETOLOGICAL CONSERVATION AND BIOLOGY,2014,9,1,NA,J,christensen2014
,,,,,"Gerber, BD; Hooten, MB; Peck, CP; Rice, MB; Gammonley, JH; Apa, AD; Davis, AJ",Accounting for location uncertainty in azimuthal telemetry data improves ecological inference,MOVEMENT ECOLOGY,2018,6,NA,10.1186/s40462-018-0129-1,J,gerber2018
,,,,,"Guilford, TC; Meade, J; Freeman, R; Biro, D; Evans, T; Bonadonna, F; Boyle, D; Roberts, S; Perrins, CM","GPS tracking of the foraging movements of Manx Shearwaters Puffinus puffinus breeding on Skomer Island, Wales",IBIS,2008,150,3,10.1111/j.1474-919X.2008.00805.x,J,guilford2008
,,,,,"Wilson, ADM; Wikelski, M; Wilson, RP; Cooke, SJ",Utility of biological sensor tags in animal conservation,CONSERVATION BIOLOGY,2015,29,4,10.1111/cobi.12486,J,wilson2015d
,,,,,"Hart, EE; Fennessy, J; Rasmussen, HB; Butler-Brown, M; Muneza, AB; Ciuti, S",Precision and performance of an 180 g solar-powered GPS device for tracking medium to large-bodied terrestrial mammals,WILDLIFE BIOLOGY,2020,2020,3,10.2981/wlb.00669,J,hart2020c
,,,,,"Schumm, YR; Metzger, B; Neuling, E; Austad, M; Galea, N; Barbara, N; Quillfeldt, P",Year-round spatial distribution and migration phenology of a rapidly declining trans-Saharan migrant-evidence of winter movements and breeding site fidelity in European turtle doves,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2021,75,11,10.1007/s00265-021-03082-5,J,schumm2021
,,,,,"Cade, DE; Kahane-Rapport, SR; Gough, WT; Bierlich, KC; Linsky, JMJ; Calambokidis, J; Johnston, DW; Goldbogen, JA; Friedlaender, AS",Minke whale feeding rate limitations suggest constraints on the minimum body size for engulfment filtration feeding,"NATURE ECOLOGY & EVOLUTION",2023,7,4,10.1038/s41559-023-01993-2,J,cade2023
,,,,,"Edren, SMC; Wisz, MS; Teilmann, J; Dietz, R; Soderkvist, J",Modelling spatial patterns in harbour porpoise satellite telemetry data using maximum entropy,ECOGRAPHY,2010,33,4,10.1111/j.1600-0587.2009.05901.x,J,edren2010
,,,,,"Becker, JA; Hutchinson, MC; Potter, AB; Park, S; Guyton, JA; Abernathy, K; Americo, VF; Da Concetc, A; Kartzinel, TR; Kuziel, L; Leonard, NE; Lorenzi, E; Martins, NC; Pansu, J; Scott, WL; Stahl, MK; Torrens, KR; Stalmans, ME; Long, RA; Pringle, RM",Ecological and behavioral mechanisms of density-dependent habitat expansion in a recovering African ungulate population,ECOLOGICAL MONOGRAPHS,2021,91,4,10.1002/ecm.1476,J,becker2021b
,,,,,"Lauderdale, LK; Shorter, KA; Zhang, D; Gabaldon, J; Mellen, JD; Walsh, MT; Granger, DA; Miller, LJ",Bottlenose dolphin habitat and management factors related to activity and distance traveled in zoos and aquariums,PLOS ONE,2021,16,8,10.1371/journal.pone.0250687,J,lauderdale2021b
,,,,,"Freeman, R; Dennis, T; Landers, T; Thompson, D; Bell, E; Walker, M; Guilford, T",Black Petrels (Procellaria parkinsoni) Patrol the Ocean Shelf-Break: GPS Tracking of a Vulnerable Procellariiform Seabird,PLOS ONE,2010,5,2,10.1371/journal.pone.0009236,J,freeman2010
,,,,,"Strandberg, R; Klaassen, RHG; Thorup, K",Spatio-temporal distribution of migrating raptors: a comparison of ringing and satellite tracking,JOURNAL OF AVIAN BIOLOGY,2009,40,5,10.1111/j.1600-048X.2008.04571.x,J,strandberg2009d
,,,,,"Leoni, J; Tanelli, M; Strada, SC; Berger-Wolf, T",Ethogram-based automatic wild animal monitoring through inertial sensors and GPS data,ECOLOGICAL INFORMATICS,2020,59,NA,10.1016/j.ecoinf.2020.101112,J,leoni2020
,,,,,"Requier, F; Henry, M; Decourtye, A; Brun, F; Aupinel, P; Rebaudo, F; Bretagnolle, V",Measuring ontogenetic shifts in central-place foragers: A case study with honeybees,JOURNAL OF ANIMAL ECOLOGY,2020,89,8,10.1111/1365-2656.13248,J,requier2020
,,,,,"Watanabe, YY; Rutz, C",Accelerometer-based analyses of animal sleep patterns,ELIFE,2022,11,NA,10.7554/eLife.77349,J,watanabe2022
,,,,,"Bouyoucos, IA; Suski, CD; Mandelman, JW; Brooks, EJ","Effect of weight and frontal area of external telemetry packages on the kinematics, activity levels and swimming performance of small-bodied sharks",JOURNAL OF FISH BIOLOGY,2017,90,5,10.1111/jfb.13290,J,bouyoucos2017b
,,,,,"Isaksson, N; Cleasby, IR; Owen, E; Williamson, BJ; Houghton, JDR; Wilson, J; Masden, EA",The Use of Animal-Borne Biologging and Telemetry Data to Quantify Spatial Overlap of Wildlife with Marine Renewables,JOURNAL OF MARINE SCIENCE AND ENGINEERING,2021,9,3,10.3390/jmse9030263,J,isaksson2021
,,,,,"Dietz, R; Heide-Jorgensen, MP; Richard, PR; Acquarone, M",Summer and fall movements of narwhals (Monodon monoceros) from northeastern Baffin Island towards northern Davis Strait,ARCTIC,2001,54,3,NA,J,dietz2001
,,,,,"Soutullo, A; Lopez-Lopez, P; Cortes, GD; Urios, V; Ferrer, M",Exploring juvenile golden eagles' dispersal movements at two different temporal scales,ETHOLOGY ECOLOGY & EVOLUTION,2013,25,2,10.1080/03949370.2012.742463,J,soutullo2013
,,,,,"Ware, JV; Rode, KD; Pagano, AM; Bromaghin, J; Robbins, CT; Erlenbach, J; Jensen, S; Cutting, A; Nicassio-Hiskey, N; Hash, A; Owen, M; Jansen, HT",Validation of mercury tip-switch and accelerometer activity sensors for identifying resting and active behavior in bears,URSUS,2015,26,2,10.2192/URSUS-D-14-00031.1,J,ware2015
,,,,,"Allen, AS; Read, AJ; Shorter, KA; Gabaldon, J; Blawas, AM; Rocho-Levine, J; Fahlman, A",Dynamic body acceleration as a proxy to predict the cost of locomotion in bottlenose dolphins,JOURNAL OF EXPERIMENTAL BIOLOGY,2022,225,4,10.1242/jeb.243121,J,allen2022
